,count,mean,std,min,25%,50%,75%,max,missing_pct
amihud_5,360.0,161854691.76455832,1768083615.8151636,4.886028147349439e-10,3.261936331064061e-05,0.005011720769902171,0.030432266518035673,19422563006.98899,0.0
beta_DCOILWTICO_5,360.0,0.018475210323524255,1.9094561471080231,-6.684012155710051,-0.7432115739279308,0.0006720007862559675,0.5340796566911282,8.337648059072608,0.0
autocorr_5_lag1,360.0,-0.33169106411317445,0.3732331773322589,-0.9999882389302497,-0.5592322103101237,-0.3603652073570302,-0.2568354131155599,0.9577684095257065,0.0
rolling_std_5,360.0,3.3574535269994725,2.2112936886834875,0.002792210443773956,0.4065484259574541,4.480796714168301,4.614943524494739,5.823822817064363,0.0
beta_FEDFUNDS_5,360.0,-0.0759130965617844,6.934507551137337,-40.95781205255129,-4.440892098500626e-05,-4.163336342344337e-05,-2.220446049250313e-05,109.03070837186888,0.0
beta_DGS2_5,360.0,-1.451242417087225,49.614629094624625,-267.9246655838589,-13.478238315720397,-0.03348392953882594,8.43836472645962,265.2995397865918,0.0
corr_DTWEXBGS_5,360.0,-0.023988175000478326,0.4440017699152561,-0.9727467242636124,-0.35683308521115925,-0.0379745221075466,0.2917910550880861,0.9573707925528135,0.0
beta_DTWEXBGS_5,360.0,-0.41974983498399154,9.3995568902007,-42.626669517886945,-2.501518903055193,-0.004687675678589251,1.735331848274789,48.158862614953826,0.0
return_5,360.0,2.118003352239512,4.337603221459976,-0.9118881129825203,-0.9015326551932443,0.0016370112690131666,0.04198563444427439,10.52954401539046,0.0
realized_var_5,360.0,86.81378059936003,70.57479955674131,3.573309338237406e-05,0.8241878318573184,96.17296119227011,99.73053384009707,282.91802729109327,0.0
corr_T10Y2Y_5,360.0,0.021396201897075192,0.452897419031064,-0.9797655963753331,-0.3434948937871586,0.02399397847276745,0.37263546681140874,0.9612785867388671,0.0
beta_T10Y2Y_5,360.0,-4.057018682990072,66.90827147619076,-326.6357697055216,-26.864392439028137,0.03166099726387033,12.504854623088415,325.09971142217216,0.0
corr_VIXCLS_5,360.0,-0.012064397683483483,0.4854315037514907,-0.9856105677189392,-0.42852144646119994,-0.009023950271218065,0.3555407892892787,0.9952710369631923,0.0
sharpe_5,360.0,4.279987601357173,6.501028046966745,-23.757660669024435,2.7853620716923304,6.274560161022528,8.364133581179944,18.272953020420342,0.0
corr_DCOILWTICO_5,360.0,0.022446641077109083,0.483050645980665,-0.9683542594231285,-0.33759109359376577,0.02038381610073915,0.39726438349949805,0.9985755639960673,0.0
corr_DGS2_5,360.0,-0.05407307126280955,0.4701170893364473,-0.9961355079498044,-0.3870394591738956,-0.05213067055712757,0.31983386738071995,0.9960925413630086,0.0
beta_CPIAUCSL_5,360.0,-0.09427237874219703,11.350582682439926,-163.78426473801832,-0.0015040290188875391,-0.0012635058251784842,0.0,125.38625950032534,0.0
rolling_skew_5,360.0,0.7827956812805988,1.6194162017856992,-2.2358139974332434,0.02367963908186542,0.6087116685404061,2.1921877100125706,2.236067567796619,0.0
rolling_kurt_5,360.0,2.3312262255197758,3.5361705100695713,-3.333065308059413,-1.9831593275231882,4.851278807512548,4.974959083511775,4.99999853430819,0.0
beta_DFII10_5,360.0,-7.079672872501851,56.99492832438671,-452.5115850981927,-28.243058107669174,-0.04439151232122618,10.233864848121318,202.49735075026143,0.0
beta_T10YIEM_5,360.0,7.032406692322495,44.261967645899894,-218.06059901770575,-2.220446049250313e-05,-1.1102230246251565e-05,0.0,509.7361977424792,0.0
corr_DFII10_5,360.0,-0.053088013499998025,0.4678636354822815,-0.9622129689889215,-0.4155019891796714,-0.06831994376625539,0.3334472806608606,0.9585245198251651,0.0
beta_DGS10_5,360.0,-5.709539275725415,42.80025857826319,-190.81451633212725,-25.151949351323797,-0.03644842149772767,9.575001462355676,205.82053313000773,0.0
beta_VIXCLS_5,360.0,0.310185950360349,4.341817958670059,-17.64387131762172,-0.9504664334465226,-0.0006334721973493961,0.9578038047648291,20.588913613848042,0.0
corr_DGS10_5,360.0,-0.047888379463642154,0.46152256672707703,-0.990118742062799,-0.424180643283777,-0.09885220982807955,0.30449037890731595,0.9599452398662378,0.0
log_return_5,360.0,-0.030001258721821477,1.6696654755960283,-2.4291478287231416,-2.3180383501083686,0.0016356727663158568,0.0411205509953711,2.444912785831155,0.0
real_gold,360.0,362.8745535815136,313.2567960088884,50.80893936081134,60.32553499525397,79.98477920248632,649.0076551760973,883.4683538689167,0.0
drawdown_10,360.0,-0.43170519963313353,0.4487983796699782,-0.9118881129825203,-0.9079058592863579,-0.03651407700792457,-0.0037913359867664306,0.0,0.0
zscore_10,360.0,-0.040257921358757096,1.0181687570229816,-2.844368899652922,-0.9454510350234632,-0.31261265374352376,0.8139532729144188,2.846046441978381,0.0
rolling_mean_10,360.0,1143.2548754755658,437.87337260057524,160.73599853515626,872.3615116119386,1143.0429855346679,1468.1819988250732,2204.266990661621,0.0
beta_T10Y2Y_10,360.0,-1.0098368784141154,33.9377818227218,-157.2761625448865,-14.83129152485666,-0.7814851520290786,11.26195800072295,131.35880046216374,0.0
rolling_std_10,360.0,3.6516844730194333,1.5331950268532748,0.0034837766630064037,3.1381047566613764,4.222783542549687,4.865202070113444,5.460700145144916,0.0
rolling_kurt_10,360.0,2.922441394657544,4.599163112518557,-2.269858053213599,-1.2305219416341844,1.3423744943483564,9.623987550611307,9.99996454342459,0.0
beta_DGS2_10,360.0,-1.0444906623287886,17.168775334540666,-87.30039755618122,-8.647015779536286,-0.012777107551442188,6.024291109403155,76.48335846228672,0.0
corr_DGS10_10,360.0,-0.027133129907631382,0.3129621539292144,-0.809456838905395,-0.24260440451858764,-0.023781101905400018,0.16994963467343663,0.8788217991311598,0.0
beta_DFII10_10,360.0,-3.1335724177152935,20.91175551315597,-104.65645605663609,-13.131312686903845,-0.581005507697034,6.611944773179524,61.66809417157088,0.0
sharpe_10,360.0,5.590516079380196,4.044457555677856,-11.780022446735499,4.488453505765097,6.649932802951799,8.562924154596836,10.923031571094924,0.0
amihud_10,360.0,188830473.72210792,1342809612.058228,5.414017657247999e-10,0.0025366186286296583,0.010020681471979764,0.045913316749481174,9711281503.500118,0.0
beta_DCOILWTICO_10,360.0,0.09628860041693012,0.8656911905584954,-3.4139651932242554,-0.32224147747625753,0.0005007191474861459,0.48417122670495727,4.147179674620868,0.0
beta_DTWEXBGS_10,360.0,-0.20171490735167222,3.143948946995019,-12.352795806552864,-1.5835191647493323,-0.003503878604938348,1.2682820481652066,11.693826643318646,0.0
beta_VIXCLS_10,360.0,-0.030692398482373717,1.843481931143312,-11.037116568768269,-0.5710705605537026,0.0010372619862852447,0.7878366873579565,6.5345595894029405,0.0
autocorr_10_lag5,360.0,0.03006408232562641,0.5272744345450419,-0.9999691198137259,-0.3722849979071441,-0.1200804983619524,0.4452514739003443,0.9999994969460901,0.0
beta_DGS10_10,360.0,-2.4980506200511674,17.257055072547537,-77.66273057694622,-11.52334135062605,-0.05498628112384881,6.5987835430388735,52.636777863365204,0.0
corr_DTWEXBGS_10,360.0,-0.007553200689104887,0.26890052027601313,-0.7019460511257405,-0.18871269815620983,-0.02218835554224237,0.17745746279318445,0.7754999064315694,0.0
